rodada,data,dia da semana,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,perdedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,edição
23,2005-08-28,Domingo,16:00,Flamengo,Figueirense,,,,,Empate,Empate,  Luso Brasileiro,2,2,RJ,SC,2005
23,2005-08-28,Domingo,16:00,Internacional,Cruzeiro,,,,,Internacional,Cruzeiro, Beira Rio,4,1,RS,MG,2005
23,2005-08-28,Domingo,16:00,Corinthians,Botafogo-RJ,,,,,Empate,Empate, Pacaembu,3,3,SP,RJ,2005
23,2005-08-28,Domingo,16:00,Atletico-MG,Ponte Preta,,,,,Atletico-MG,Ponte Preta, Mineirão,1,0,MG,SP,2005
23,2005-08-28,Domingo,18:10,Fortaleza,Vasco,,,,,Fortaleza,Vasco, Castelão,4,2,CE,RJ,2005
23,2005-08-28,Domingo,18:10,Fluminense,Paysandu,,,,,Fluminense,Paysandu,  Raulino de Oliveira,5,2,RJ,PA,2005
23,2005-08-28,Domingo,18:10,Santos,Coritiba,,,,,Santos,Coritiba, Vila Belmiro,2,0,SP,PR,2005
24,2005-09-07,Quarta-feira,16:00,Botafogo-RJ,Vasco,,,,,Empate,Empate,  Luso Brasileiro,2,2,RJ,RJ,2005
24,2005-09-07,Quarta-feira,16:00,Fortaleza,Sao Caetano,,,,,Fortaleza,Sao Caetano, Castelão,5,2,CE,SP,2005
24,2005-09-07,Quarta-feira,16:00,Brasiliense,Atletico-MG,,,,,Atletico-MG,Brasiliense,  Boca do Jacaré,1,2,DF,MG,2005
24,2005-09-07,Quarta-feira,16:00,Figueirense,Goias,,,,,Figueirense,Goias, Orlando Scarpelli,3,0,SC,GO,2005
24,2005-09-07,Quarta-feira,18:10,Juventude,Parana,,,,,Juventude,Parana, Alfredo Jaconi,2,0,RS,PR,2005
24,2005-09-07,Quarta-feira,21:45,Cruzeiro,Fluminense,,,,,Fluminense,Cruzeiro, Mineirão,2,6,MG,RJ,2005
24,2005-09-07,Quarta-feira,21:45,Athletico-PR,Santos,,,,,Empate,Empate, Arena da Baixada,3,3,PR,SP,2005
24,2005-09-07,Quarta-feira,21:45,Paysandu,Ponte Preta,,,,,Empate,Empate, Mangueirão,2,2,PA,SP,2005
24,2005-09-08,Quinta-feira,20:30,Flamengo,Internacional,,,,,Empate,Empate,  Luso Brasileiro,1,1,RJ,RS,2005
24,2005-09-08,Quinta-feira,20:30,Palmeiras,Coritiba,,,,,Empate,Empate,  Parque Antártica,1,1,SP,PR,2005
25,2005-09-10,Sábado,16:00,Sao Caetano,Paysandu,,,,,Paysandu,Sao Caetano, Anacleto Campanella,1,2,SP,PA,2005
25,2005-09-10,Sábado,16:00,Goias,Cruzeiro,,,,,Goias,Cruzeiro, Serra Dourada,1,0,GO,MG,2005
25,2005-09-11,Domingo,16:00,Santos,Flamengo,,,,,Empate,Empate, Vila Belmiro,0,0,SP,RJ,2005
25,2005-09-11,Domingo,16:00,Internacional,Figueirense,,,,,Internacional,Figueirense, Beira Rio,3,0,RS,SC,2005
25,2005-09-11,Domingo,16:00,Vasco,Juventude,,,,,Vasco,Juventude, São Januário,5,2,RJ,RS,2005
25,2005-09-11,Domingo,16:00,Parana,Palmeiras,,,,,Palmeiras,Parana,  Willie Davids,1,3,PR,SP,2005
25,2005-09-11,Domingo,16:00,Corinthians,Athletico-PR,,,,,Corinthians,Athletico-PR, Pacaembu,2,0,SP,PR,2005
25,2005-09-11,Domingo,18:10,Ponte Preta,Fortaleza,,,,,Ponte Preta,Fortaleza, Moisés Lucarelli,2,1,SP,CE,2005
25,2005-09-11,Domingo,18:10,Coritiba,Sao Paulo,,,,,Sao Paulo,Coritiba, Couto Pereira,1,4,PR,SP,2005
25,2005-09-11,Domingo,18:10,Atletico-MG,Botafogo-RJ,,,,,Botafogo-RJ,Atletico-MG,  Independência*(PF),0,2,MG,RJ,2005
26,2005-09-17,Sábado,16:00,Ponte Preta,Parana,,,,,Ponte Preta,Parana, Moisés Lucarelli,1,0,SP,PR,2005
26,2005-09-17,Sábado,17:00,Paysandu,Juventude,,,,,Paysandu,Juventude, Mangueirão,3,0,PA,RS,2005
26,2005-09-17,Sábado,18:10,Palmeiras,Cruzeiro,,,,,Palmeiras,Cruzeiro,  Parque Antártica,2,1,SP,MG,2005
26,2005-09-17,Sábado,18:10,Flamengo,Sao Caetano,,,,,Flamengo,Sao Caetano,  Luso Brasileiro,2,0,RJ,SP,2005
26,2005-09-18,Domingo,16:00,Sao Paulo,Vasco,,,,,Sao Paulo,Vasco, Morumbi,4,2,SP,RJ,2005
26,2005-09-18,Domingo,16:00,Brasiliense,Fortaleza,,,,,Fortaleza,Brasiliense,  Boca do Jacaré,0,2,DF,CE,2005
26,2005-09-18,Domingo,16:00,Internacional,Athletico-PR,,,,,Internacional,Athletico-PR, Beira Rio,3,2,RS,PR,2005
26,2005-09-18,Domingo,16:00,Figueirense,Corinthians,,,,,Corinthians,Figueirense, Orlando Scarpelli,2,3,SC,SP,2005
26,2005-09-18,Domingo,16:00,Botafogo-RJ,Goias,,,,,Botafogo-RJ,Goias,  Luso Brasileiro,3,1,RJ,GO,2005
26,2005-09-18,Domingo,18:10,Coritiba,Fluminense,,,,,Empate,Empate, Couto Pereira,0,0,PR,RJ,2005
26,2005-09-18,Domingo,18:10,Atletico-MG,Santos,,,,,Atletico-MG,Santos, Mineirão,3,0,MG,SP,2005
27,2005-09-21,Quarta-feira,19:30,Sao Caetano,Figueirense,,,,,Figueirense,Sao Caetano, Anacleto Campanella,0,1,SP,SC,2005
27,2005-09-21,Quarta-feira,19:30,Fortaleza,Internacional,,,,,Internacional,Fortaleza, Castelão,1,2,CE,RS,2005
27,2005-09-21,Quarta-feira,20:30,Goias,Paysandu,,,,,Goias,Paysandu, Serra Dourada,4,1,GO,PA,2005
27,2005-09-21,Quarta-feira,20:30,Parana,Brasiliense,,,,,Parana,Brasiliense, Pinheirão,4,1,PR,DF,2005
27,2005-09-21,Quarta-feira,21:45,Santos,Palmeiras,,,,,Santos,Palmeiras, Vila Belmiro,2,1,SP,SP,2005
27,2005-09-21,Quarta-feira,21:45,Cruzeiro,Sao Paulo,,,,,Sao Paulo,Cruzeiro, Mineirão,2,3,MG,SP,2005
27,2005-09-21,Quarta-feira,21:45,Fluminense,Flamengo,,,,,Empate,Empate,  Raulino de Oliveira,2,2,RJ,RJ,2005
27,2005-09-22,Quinta-feira,20:30,Juventude,Coritiba,,,,,Empate,Empate, Alfredo Jaconi,0,0,RS,PR,2005
27,2005-09-22,Quinta-feira,20:30,Vasco,Ponte Preta,,,,,Empate,Empate, São Januário,0,0,RJ,SP,2005
27,2005-09-22,Quinta-feira,20:30,Corinthians,Atletico-MG,,,,,Empate,Empate, Pacaembu,1,1,SP,MG,2005
27,2005-09-22,Quinta-feira,20:30,Athletico-PR,Botafogo-RJ,,,,,Athletico-PR,Botafogo-RJ, Arena da Baixada,2,0,PR,RJ,2005
28,2005-09-24,Sábado,16:00,Sao Paulo,Paysandu,,,,,Sao Paulo,Paysandu, Morumbi,4,1,SP,PA,2005
28,2005-09-24,Sábado,16:00,Brasiliense,Sao Caetano,,,,,Empate,Empate,  Boca do Jacaré,1,1,DF,SP,2005
28,2005-09-24,Sábado,17:00,Fortaleza,Parana,,,,,Empate,Empate, Castelão,2,2,CE,PR,2005
28,2005-09-25,Domingo,16:00,Juventude,Botafogo-RJ,,,,,Empate,Empate, Alfredo Jaconi,0,0,RS,RJ,2005
28,2005-09-25,Domingo,16:00,Figueirense,Athletico-PR,,,,,Figueirense,Athletico-PR, Orlando Scarpelli,2,0,SC,PR,2005
28,2005-09-25,Domingo,16:00,Ponte Preta,Cruzeiro,,,,,Cruzeiro,Ponte Preta, Moisés Lucarelli,2,3,SP,MG,2005
28,2005-09-25,Domingo,16:00,Coritiba,Vasco,,,,,Coritiba,Vasco, Couto Pereira,2,0,PR,RJ,2005
28,2005-09-25,Domingo,16:00,Flamengo,Corinthians,,,,,Corinthians,Flamengo,  Luso Brasileiro,1,3,RJ,SP,2005
28,2005-09-25,Domingo,18:10,Palmeiras,Goias,,,,,Palmeiras,Goias,  Parque Antártica,3,1,SP,GO,2005
28,2005-09-25,Domingo,18:10,Fluminense,Santos,,,,,Fluminense,Santos,  Raulino de Oliveira,4,3,RJ,SP,2005
28,2005-09-25,Domingo,18:10,Atletico-MG,Internacional,,,,,Empate,Empate, Mineirão,1,1,MG,RS,2005
29,2005-10-01,Sábado,16:00,Parana,Coritiba,,,,,Parana,Coritiba, Pinheirão,3,2,PR,PR,2005
29,2005-10-01,Sábado,16:00,Goias,Ponte Preta,,,,,Goias,Ponte Preta, Serra Dourada,4,1,GO,SP,2005
29,2005-10-01,Sábado,16:00,Cruzeiro,Juventude,,,,,Cruzeiro,Juventude, Mineirão,2,0,MG,RS,2005
29,2005-10-01,Sábado,17:00,Paysandu,Figueirense,,,,,Paysandu,Figueirense,  Curuzu*(PF),3,1,PA,SC,2005
29,2005-10-01,Sábado,18:10,Sao Caetano,Atletico-MG,,,,,Sao Caetano,Atletico-MG, Anacleto Campanella,3,1,SP,MG,2005
29,2005-10-01,Sábado,18:10,Santos,Fortaleza,,,,,Empate,Empate, Vila Belmiro,0,0,SP,CE,2005
29,2005-10-02,Domingo,16:00,Internacional,Fluminense,,,,,Empate,Empate, Beira Rio,2,2,RS,RJ,2005
29,2005-10-02,Domingo,16:00,Vasco,Palmeiras,,,,,Empate,Empate, São Januário,0,0,RJ,SP,2005
29,2005-10-02,Domingo,16:00,Corinthians,Brasiliense,,,,,Corinthians,Brasiliense, Pacaembu,3,2,SP,DF,2005
29,2005-10-02,Domingo,18:10,Botafogo-RJ,Sao Paulo,,,,,Empate,Empate,  Luso Brasileiro,1,1,RJ,SP,2005
29,2005-10-02,Domingo,18:10,Athletico-PR,Flamengo,,,,,Athletico-PR,Flamengo, Arena da Baixada,2,0,PR,RJ,2005
30,2005-10-04,Terça-feira,20:30,Santos,Sao Caetano,,,,,Santos,Sao Caetano, Vila Belmiro,2,0,SP,SP,2005
30,2005-10-04,Terça-feira,20:30,Ponte Preta,Juventude,,,,,Ponte Preta,Juventude, Moisés Lucarelli,3,2,SP,RS,2005
30,2005-10-04,Terça-feira,20:30,Coritiba,Goias,,,,,Goias,Coritiba, Couto Pereira,0,2,PR,GO,2005
30,2005-10-04,Terça-feira,20:30,Atletico-MG,Parana,,,,,Parana,Atletico-MG, Mineirão,0,1,MG,PR,2005
30,2005-10-05,Quarta-feira,19:30,Figueirense,Botafogo-RJ,,,,,Figueirense,Botafogo-RJ, Orlando Scarpelli,1,0,SC,RJ,2005
30,2005-10-05,Quarta-feira,20:30,Fortaleza,Athletico-PR,,,,,Athletico-PR,Fortaleza, Castelão,1,4,CE,PR,2005
30,2005-10-05,Quarta-feira,20:30,Vasco,Cruzeiro,,,,,Empate,Empate, São Januário,3,3,RJ,MG,2005
30,2005-10-05,Quarta-feira,20:30,Palmeiras,Paysandu,,,,,Palmeiras,Paysandu,  Parque Antártica,5,3,SP,PA,2005
30,2005-10-05,Quarta-feira,21:50,Brasiliense,Flamengo,,,,,Flamengo,Brasiliense,  Boca do Jacaré,2,3,DF,RJ,2005
30,2005-10-05,Quarta-feira,21:50,Fluminense,Corinthians,,,,,Corinthians,Fluminense,  Raulino de Oliveira,0,2,RJ,SP,2005
30,2005-10-05,Quarta-feira,21:50,Internacional,Sao Paulo,,,,,Internacional,Sao Paulo, Beira Rio,3,0,RS,SP,2005
31,2005-10-08,Sábado,16:00,Botafogo-RJ,Palmeiras,,,,,Palmeiras,Botafogo-RJ,  Luso Brasileiro,1,2,RJ,SP,2005
31,2005-10-08,Sábado,16:00,Corinthians,Fortaleza,,,,,Corinthians,Fortaleza, Pacaembu,3,0,SP,CE,2005
31,2005-10-08,Sábado,16:00,Parana,Fluminense,,,,,Parana,Fluminense, Pinheirão,6,1,PR,RJ,2005
31,2005-10-08,Sábado,18:10,Juventude,Santos,,,,,Juventude,Santos, Alfredo Jaconi,3,1,RS,SP,2005
31,2005-10-08,Sábado,18:10,Goias,Vasco,,,,,Goias,Vasco, Serra Dourada,4,3,GO,RJ,2005
31,2005-10-08,Sábado,18:10,Cruzeiro,Figueirense,,,,,Cruzeiro,Figueirense, Mineirão,4,0,MG,SC,2005
31,2005-10-11,Terça-feira,20:30,Sao Caetano,Internacional,,,,,Empate,Empate, Anacleto Campanella,1,1,SP,RS,2005
31,2005-10-11,Terça-feira,20:30,Sao Paulo,Ponte Preta,,,,,Sao Paulo,Ponte Preta, Morumbi,3,2,SP,SP,2005
31,2005-10-11,Terça-feira,20:30,Flamengo,Atletico-MG,,,,,Atletico-MG,Flamengo,  Luso Brasileiro,1,2,RJ,MG,2005
31,2005-10-11,Terça-feira,20:30,Athletico-PR,Brasiliense,,,,,Athletico-PR,Brasiliense, Arena da Baixada,4,0,PR,DF,2005
31,2005-10-11,Terça-feira,20:30,Paysandu,Coritiba,,,,,Paysandu,Coritiba,  Curuzu*(PF),2,1,PA,PR,2005
18,2005-10-12,Quarta-feira,16:00,Vasco,Figueirense,,,,,Empate,Empate, São Januário,3,3,RJ,SC,2005
19,2005-10-12,Quarta-feira,16:00,Cruzeiro,Botafogo-RJ,,,,,Empate,Empate, Mineirão,2,2,MG,RJ,2005
20,2005-10-12,Quarta-feira,16:00,Juventude,Fluminense,,,,,Fluminense,Juventude, Alfredo Jaconi,3,4,RS,RJ,2005
16,2005-10-13,Quinta-feira,20:30,Santos,Corinthians,,,,,Corinthians,Santos, Vila Belmiro,2,3,SP,SP,2005
32,2005-10-15,Sábado,16:00,Fluminense,Botafogo-RJ,,,,,Fluminense,Botafogo-RJ,  Raulino de Oliveira,3,2,RJ,RJ,2005
32,2005-10-15,Sábado,16:00,Fortaleza,Paysandu,,,,,Paysandu,Fortaleza, Castelão,1,2,CE,PA,2005
32,2005-10-15,Sábado,16:00,Brasiliense,Juventude,,,,,Brasiliense,Juventude,  Boca do Jacaré,1,0,DF,RS,2005
32,2005-10-15,Sábado,18:10,Figueirense,Parana,,,,,Figueirense,Parana, Orlando Scarpelli,2,0,SC,PR,2005
32,2005-10-15,Sábado,18:10,Coritiba,Athletico-PR,,,,,Athletico-PR,Coritiba, Couto Pereira,1,2,PR,PR,2005
32,2005-10-16,Domingo,16:00,Internacional,Vasco,,,,,Internacional,Vasco, Beira Rio,3,1,RS,RJ,2005
32,2005-10-16,Domingo,16:00,Palmeiras,Corinthians,,,,,Empate,Empate, Morumbi,1,1,SP,SP,2005
32,2005-10-16,Domingo,16:00,Atletico-MG,Cruzeiro,,,,,Cruzeiro,Atletico-MG, Mineirão,0,1,MG,MG,2005
32,2005-10-16,Domingo,16:00,Flamengo,Sao Paulo,,,,,Sao Paulo,Flamengo,  Luso Brasileiro,1,6,RJ,SP,2005
32,2005-10-16,Domingo,18:10,Santos,Goias,,,,,Empate,Empate, Vila Belmiro,1,1,SP,GO,2005
32,2005-10-16,Domingo,18:10,Ponte Preta,Sao Caetano,,,,,Sao Caetano,Ponte Preta, Moisés Lucarelli,1,2,SP,SP,2005
3,2005-10-19,Quarta-feira,20:30,Vasco,Botafogo-RJ,,,,,Vasco,Botafogo-RJ, São Januário,1,0,RJ,RJ,2005
10,2005-10-19,Quarta-feira,21:50,Ponte Preta,Sao Paulo,,,,,Ponte Preta,Sao Paulo, Moisés Lucarelli,2,0,SP,SP,2005
12,2005-10-19,Quarta-feira,21:50,Paysandu,Cruzeiro,,,,,Paysandu,Cruzeiro, Mangueirão,4,1,PA,MG,2005
14,2005-10-19,Quarta-feira,20:30,Juventude,Figueirense,,,,,Empate,Empate, Alfredo Jaconi,2,2,RS,SC,2005
33,2005-10-21,Sexta-feira,20:30,Brasiliense,Goias,,,,,Goias,Brasiliense,  Boca do Jacaré,1,2,DF,GO,2005
33,2005-10-21,Sexta-feira,20:30,Sao Caetano,Fluminense,,,,,Empate,Empate, Anacleto Campanella,2,2,SP,RJ,2005
33,2005-10-22,Sábado,16:00,Vasco,Flamengo,,,,,Vasco,Flamengo, São Januário,2,1,RJ,RJ,2005
33,2005-10-22,Sábado,16:00,Corinthians,Parana,,,,,Corinthians,Parana, Pacaembu,1,0,SP,PR,2005
33,2005-10-22,Sábado,16:00,Fortaleza,Palmeiras,,,,,Empate,Empate, Castelão,1,1,CE,SP,2005
33,2005-10-22,Sábado,16:00,Athletico-PR,Atletico-MG,,,,,Athletico-PR,Atletico-MG, Arena da Baixada,2,0,PR,MG,2005
33,2005-10-22,Sábado,18:10,Juventude,Internacional,,,,,Juventude,Internacional, Alfredo Jaconi,2,1,RS,RS,2005
33,2005-10-22,Sábado,18:10,Cruzeiro,Paysandu,,,,,Cruzeiro,Paysandu, Mineirão,4,3,MG,PA,2005
33,2005-10-22,Sábado,18:10,Figueirense,Ponte Preta,,,,,Figueirense,Ponte Preta, Orlando Scarpelli,4,0,SC,SP,2005
33,2005-10-22,Sábado,20:30,Botafogo-RJ,Coritiba,,,,,Botafogo-RJ,Coritiba,  Luso Brasileiro,2,0,RJ,PR,2005
33,2005-10-22,Sábado,20:30,Sao Paulo,Santos,,,,,Santos,Sao Paulo, Morumbi,1,2,SP,SP,2005
24,2005-10-24,Segunda-feira,20:30,Sao Paulo,Corinthians,,,,,Empate,Empate, Morumbi,1,1,SP,SP,2005
25,2005-10-24,Segunda-feira,20:30,Fluminense,Brasiliense,,,,,Empate,Empate,  Raulino de Oliveira,1,1,RJ,DF,2005
34,2005-10-25,Terça-feira,20:30,Coritiba,Cruzeiro,,,,,Cruzeiro,Coritiba, Couto Pereira,0,3,PR,MG,2005
34,2005-10-25,Terça-feira,20:30,Goias,Internacional,,,,,Internacional,Goias, Serra Dourada,0,1,GO,RS,2005
34,2005-10-26,Quarta-feira,20:30,Atletico-MG,Fortaleza,,,,,Fortaleza,Atletico-MG, Mineirão,2,3,MG,CE,2005
34,2005-10-26,Quarta-feira,20:30,Palmeiras,Figueirense,,,,,Empate,Empate,  Parque Antártica,2,2,SP,SC,2005
34,2005-10-26,Quarta-feira,21:45,Vasco,Santos,,,,,Santos,Vasco, São Januário,1,3,RJ,SP,2005
34,2005-10-26,Quarta-feira,21:45,Juventude,Flamengo,,,,,Empate,Empate, Alfredo Jaconi,2,2,RS,RJ,2005
34,2005-10-27,Quinta-feira,20:30,Sao Paulo,Brasiliense,,,,,Brasiliense,Sao Paulo, Morumbi,1,2,SP,DF,2005
34,2005-10-27,Quinta-feira,20:30,Fluminense,Athletico-PR,,,,,Fluminense,Athletico-PR,  Raulino de Oliveira,4,1,RJ,PR,2005
34,2005-10-27,Quinta-feira,20:30,Paysandu,Corinthians,,,,,Corinthians,Paysandu, Mangueirão,0,2,PA,SP,2005
34,2005-10-27,Quinta-feira,20:30,Ponte Preta,Botafogo-RJ,,,,,Botafogo-RJ,Ponte Preta, Moisés Lucarelli,0,1,SP,RJ,2005
21,2005-10-28,Sexta-feira,20:30,Internacional,Coritiba,,,,,Internacional,Coritiba, Beira Rio,3,2,RS,PR,2005
34,2005-10-28,Sexta-feira,16:00,Parana,Sao Caetano,,,,,Sao Caetano,Parana, Pinheirão,1,3,PR,SP,2005
35,2005-10-29,Sábado,16:00,Figueirense,Juventude,,,,,Figueirense,Juventude, Orlando Scarpelli,4,3,SC,RS,2005
35,2005-10-29,Sábado,17:00,Fortaleza,Goias,,,,,Empate,Empate, Castelão,1,1,CE,GO,2005
35,2005-10-30,Domingo,16:00,Atletico-MG,Palmeiras,,,,,Palmeiras,Atletico-MG, Mineirão,1,3,MG,SP,2005
35,2005-10-30,Domingo,16:00,Santos,Cruzeiro,,,,,Cruzeiro,Santos,  Parque Antártica*(PF),1,2,SP,MG,2005
35,2005-10-30,Domingo,16:00,Athletico-PR,Parana,,,,,Athletico-PR,Parana, Arena da Baixada,2,1,PR,PR,2005
35,2005-10-30,Domingo,16:00,Corinthians,Vasco,,,,,Empate,Empate, Pacaembu,1,1,SP,RJ,2005
35,2005-10-30,Domingo,18:10,Sao Caetano,Sao Paulo,,,,,Sao Paulo,Sao Caetano, Anacleto Campanella,0,1,SP,SP,2005
35,2005-10-30,Domingo,18:10,Fluminense,Ponte Preta,,,,,Fluminense,Ponte Preta,  Raulino de Oliveira,4,3,RJ,SP,2005
35,2005-10-30,Domingo,18:10,Brasiliense,Botafogo-RJ,,,,,Empate,Empate,  Boca do Jacaré,0,0,DF,RJ,2005
35,2005-10-31,Segunda-feira,20:30,Internacional,Paysandu,,,,,Internacional,Paysandu, Beira Rio,1,0,RS,PA,2005
35,2005-10-31,Segunda-feira,20:30,Flamengo,Coritiba,,,,,Flamengo,Coritiba,  Luso Brasileiro,2,1,RJ,PR,2005
36,2005-11-02,Quarta-feira,20:30,Sao Paulo,Atletico-MG,,,,,Empate,Empate, Morumbi,2,2,SP,MG,2005
36,2005-11-02,Quarta-feira,20:30,Juventude,Fortaleza,,,,,Juventude,Fortaleza, Alfredo Jaconi,2,0,RS,CE,2005
36,2005-11-02,Quarta-feira,21:45,Ponte Preta,Santos,,,,,Ponte Preta,Santos, Moisés Lucarelli,2,1,SP,SP,2005
36,2005-11-02,Quarta-feira,21:45,Cruzeiro,Corinthians,,,,,Cruzeiro,Corinthians, Mineirão,2,1,MG,SP,2005
36,2005-11-02,Quarta-feira,21:45,Goias,Fluminense,,,,,Fluminense,Goias, Serra Dourada,1,2,GO,RJ,2005
36,2005-11-03,Quinta-feira,19:30,Coritiba,Figueirense,,,,,Coritiba,Figueirense, Couto Pereira,4,1,PR,SC,2005
36,2005-11-03,Quinta-feira,20:30,Palmeiras,Flamengo,,,,,Flamengo,Palmeiras,  Parque Antártica,0,1,SP,RJ,2005
36,2005-11-03,Quinta-feira,20:30,Vasco,Athletico-PR,,,,,Vasco,Athletico-PR, São Januário,2,1,RJ,PR,2005
36,2005-11-03,Quinta-feira,20:30,Botafogo-RJ,Sao Caetano,,,,,Botafogo-RJ,Sao Caetano,  Luso Brasileiro,1,0,RJ,SP,2005
36,2005-11-03,Quinta-feira,20:30,Parana,Internacional,,,,,Parana,Internacional,  Olímpico Regional,3,1,PR,RS,2005
36,2005-11-03,Quinta-feira,21:30,Paysandu,Brasiliense,,,,,Paysandu,Brasiliense, Mangueirão,2,1,PA,DF,2005
37,2005-11-05,Sábado,16:00,Sao Paulo,Juventude,,,,,Sao Paulo,Juventude, Morumbi,3,1,SP,RS,2005
37,2005-11-05,Sábado,18:10,Fortaleza,Cruzeiro,,,,,Fortaleza,Cruzeiro, Castelão,3,1,CE,MG,2005
37,2005-11-06,Domingo,16:00,Flamengo,Botafogo-RJ,,,,,Flamengo,Botafogo-RJ,  Raulino de Oliveira,3,1,RJ,RJ,2005
37,2005-11-06,Domingo,16:00,Sao Caetano,Vasco,,,,,Vasco,Sao Caetano, Anacleto Campanella,1,2,SP,RJ,2005
37,2005-11-06,Domingo,16:00,Corinthians,Santos,,,,,Corinthians,Santos, Pacaembu,7,1,SP,SP,2005
37,2005-11-06,Domingo,16:00,Internacional,Ponte Preta,,,,,Internacional,Ponte Preta, Beira Rio,2,1,RS,SP,2005
37,2005-11-06,Domingo,16:00,Parana,Paysandu,,,,,Parana,Paysandu, Pinheirão,2,0,PR,PA,2005
37,2005-11-06,Domingo,18:10,Atletico-MG,Goias,,,,,Goias,Atletico-MG, Mineirão,1,2,MG,GO,2005
37,2005-11-06,Domingo,18:10,Fluminense,Figueirense,,,,,Fluminense,Figueirense, São Januário,2,0,RJ,SC,2005
37,2005-11-06,Domingo,18:10,Athletico-PR,Palmeiras,,,,,Athletico-PR,Palmeiras, Arena da Baixada,4,0,PR,SP,2005
37,2005-11-06,Domingo,18:10,Brasiliense,Coritiba,,,,,Empate,Empate,  Boca do Jacaré,1,1,DF,PR,2005
38,2005-11-12,Sábado,18:10,Palmeiras,Sao Paulo,,,,,Palmeiras,Sao Paulo, Pacaembu,2,1,SP,SP,2005
38,2005-11-12,Sábado,18:10,Botafogo-RJ,Parana,,,,,Botafogo-RJ,Parana,  Luso Brasileiro,2,0,RJ,PR,2005
38,2005-11-12,Sábado,18:10,Paysandu,Atletico-MG,,,,,Atletico-MG,Paysandu, Mangueirão,0,2,PA,MG,2005
38,2005-11-12,Sábado,18:10,Figueirense,Fortaleza,,,,,Figueirense,Fortaleza, Orlando Scarpelli,1,0,SC,CE,2005
38,2005-11-13,Domingo,16:00,Goias,Athletico-PR,,,,,Goias,Athletico-PR, Serra Dourada,4,2,GO,PR,2005
38,2005-11-13,Domingo,16:00,Ponte Preta,Flamengo,,,,,Empate,Empate, Moisés Lucarelli,2,2,SP,RJ,2005
38,2005-11-13,Domingo,16:00,Coritiba,Corinthians,,,,,Corinthians,Coritiba, Couto Pereira,0,1,PR,SP,2005
38,2005-11-13,Domingo,18:10,Vasco,Fluminense,,,,,Vasco,Fluminense, São Januário,2,0,RJ,RJ,2005
38,2005-11-13,Domingo,18:10,Cruzeiro,Brasiliense,,,,,Cruzeiro,Brasiliense, Mineirão,1,0,MG,DF,2005
38,2005-11-13,Domingo,18:10,Juventude,Sao Caetano,,,,,Juventude,Sao Caetano,  Centenário*(PF),3,1,RS,SP,2005
38,2005-11-13,Domingo,18:10,Santos,Internacional,,,,,Internacional,Santos,  A.Campanella*(PF),0,4,SP,RS,2005
39,2005-11-16,Quarta-feira,19:30,Palmeiras,Juventude,,,,,Palmeiras,Juventude,  Parque Antártica,3,2,SP,RS,2005
39,2005-11-16,Quarta-feira,19:30,Flamengo,Fortaleza,,,,,Flamengo,Fortaleza,  Luso Brasileiro,3,0,RJ,CE,2005
39,2005-11-16,Quarta-feira,20:30,Goias,Sao Paulo,,,,,Goias,Sao Paulo, Serra Dourada,3,0,GO,SP,2005
39,2005-11-16,Quarta-feira,20:30,Internacional,Brasiliense,,,,,Internacional,Brasiliense, Beira Rio,1,0,RS,DF,2005
39,2005-11-16,Quarta-feira,21:45,Sao Caetano,Corinthians,,,,,Sao Caetano,Corinthians, Anacleto Campanella,1,0,SP,SP,2005
39,2005-11-16,Quarta-feira,21:45,Santos,Parana,,,,,Empate,Empate,  Pacaembu*(PF),0,0,SP,PR,2005
39,2005-11-16,Quarta-feira,21:45,Figueirense,Vasco,,,,,Figueirense,Vasco, Orlando Scarpelli,5,1,SC,RJ,2005
39,2005-11-17,Quinta-feira,20:30,Paysandu,Botafogo-RJ,,,,,Paysandu,Botafogo-RJ, Mangueirão,2,0,PA,RJ,2005
39,2005-11-17,Quinta-feira,20:30,Coritiba,Ponte Preta,,,,,Coritiba,Ponte Preta, Couto Pereira,2,1,PR,SP,2005
39,2005-11-17,Quinta-feira,20:30,Cruzeiro,Athletico-PR,,,,,Athletico-PR,Cruzeiro, Mineirão,1,2,MG,PR,2005
39,2005-11-17,Quinta-feira,20:30,Fluminense,Atletico-MG,,,,,Atletico-MG,Fluminense,  Raulino de Oliveira,0,2,RJ,MG,2005
40,2005-11-19,Sábado,16:00,Sao Paulo,Figueirense,,,,,Sao Paulo,Figueirense, Morumbi,4,2,SP,SC,2005
40,2005-11-19,Sábado,16:00,Juventude,Goias,,,,,Juventude,Goias, Alfredo Jaconi,2,1,RS,GO,2005
40,2005-11-19,Sábado,18:10,Brasiliense,Santos,,,,,Brasiliense,Santos,  Mané Garrincha,1,0,DF,SP,2005
40,2005-11-20,Domingo,16:00,Parana,Flamengo,,,,,Flamengo,Parana, Pinheirão,0,1,PR,RJ,2005
40,2005-11-20,Domingo,16:00,Corinthians,Internacional,,,,,Empate,Empate, Pacaembu,1,1,SP,RS,2005
40,2005-11-20,Domingo,16:00,Athletico-PR,Sao Caetano,,,,,Empate,Empate, Arena da Baixada,2,2,PR,SP,2005
40,2005-11-20,Domingo,16:00,Vasco,Paysandu,,,,,Vasco,Paysandu, São Januário,4,0,RJ,PA,2005
