rodada,data,dia da semana,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,perdedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,edição
1,2003-03-29,Sábado,16:00,Guarani,Vasco,,,,,Guarani,Vasco, Brinco de Ouro,4,2,SP,RJ,2003
1,2003-03-29,Sábado,16:00,Athletico-PR,Gremio,,,,,Athletico-PR,Gremio, Arena da Baixada,2,0,PR,RS,2003
1,2003-03-30,Domingo,16:00,Flamengo,Coritiba,,,,,Empate,Empate, Maracanã,1,1,RJ,PR,2003
1,2003-03-30,Domingo,16:00,Goias,Paysandu,,,,,Empate,Empate, Serra Dourada,2,2,GO,PA,2003
1,2003-03-30,Domingo,16:00,Internacional,Ponte Preta,,,,,Empate,Empate, Beira Rio,1,1,RS,SP,2003
1,2003-03-30,Domingo,16:00,Criciuma,Fluminense,,,,,Criciuma,Fluminense, Heriberto Hulse,2,0,SC,RJ,2003
1,2003-03-30,Domingo,16:00,Juventude,Sao Paulo,,,,,Empate,Empate, Alfredo Jaconi,2,2,RS,SP,2003
1,2003-03-30,Domingo,16:00,Fortaleza,Bahia,,,,,Empate,Empate, Castelão,0,0,CE,BA,2003
1,2003-03-30,Domingo,16:00,Cruzeiro,Sao Caetano,,,,,Empate,Empate, Mineirão,2,2,MG,SP,2003
1,2003-03-30,Domingo,16:00,Vitoria,Figueirense,,,,,Empate,Empate, Barradão,1,1,BA,SC,2003
1,2003-03-30,Domingo,18:00,Santos,Parana,,,,,Empate,Empate, Vila Belmiro,2,2,SP,PR,2003
1,2003-03-30,Domingo,18:00,Corinthians,Atletico-MG,,,,,Atletico-MG,Corinthians, Pacaembu,0,3,SP,MG,2003
2,2003-04-05,Sábado,16:00,Fluminense,Fortaleza,,,,,Empate,Empate, Maracanã,1,1,RJ,CE,2003
2,2003-04-05,Sábado,16:00,Atletico-MG,Santos,,,,,Empate,Empate, Mineirão,0,0,MG,SP,2003
2,2003-04-05,Sábado,16:00,Coritiba,Internacional,,,,,Internacional,Coritiba, Couto Pereira,0,1,PR,RS,2003
2,2003-04-05,Sábado,18:00,Gremio,Guarani,,,,,Gremio,Guarani, Olímpico,3,1,RS,SP,2003
2,2003-04-06,Domingo,16:00,Bahia,Flamengo,,,,,Flamengo,Bahia, Fonte Nova,1,2,BA,RJ,2003
2,2003-04-06,Domingo,16:00,Figueirense,Corinthians,,,,,Empate,Empate, Orlando Scarpelli,3,3,SC,SP,2003
2,2003-04-06,Domingo,16:00,Paysandu,Vitoria,,,,,Vitoria,Paysandu, Mangueirão,1,2,PA,BA,2003
2,2003-04-06,Domingo,16:00,Ponte Preta,Juventude,,,,,Ponte Preta,Juventude, Moisés Lucarelli,1,0,SP,RS,2003
2,2003-04-06,Domingo,16:00,Parana,Athletico-PR,,,,,Parana,Athletico-PR, Pinheirão,3,0,PR,PR,2003
2,2003-04-06,Domingo,16:00,Sao Caetano,Criciuma,,,,,Sao Caetano,Criciuma, Anacleto Campanella,3,2,SP,SC,2003
2,2003-04-06,Domingo,18:00,Sao Paulo,Cruzeiro,,,,,Cruzeiro,Sao Paulo, Morumbi,2,4,SP,MG,2003
2,2003-04-06,Domingo,18:00,Vasco,Goias,,,,,Vasco,Goias, São Januário,6,4,RJ,GO,2003
4,2003-04-09,Quarta-feira,21:40,Paysandu,Santos,,,,,Paysandu,Santos, Mangueirão,2,1,PA,SP,2003
3,2003-04-12,Sábado,16:00,Internacional,Bahia,,,,,Internacional,Bahia, Beira Rio,2,0,RS,BA,2003
3,2003-04-12,Sábado,16:00,Santos,Figueirense,,,,,Santos,Figueirense, Vila Belmiro,2,0,SP,SC,2003
3,2003-04-12,Sábado,16:00,Athletico-PR,Atletico-MG,,,,,Atletico-MG,Athletico-PR, Arena da Baixada,1,2,PR,MG,2003
3,2003-04-12,Sábado,18:00,Corinthians,Paysandu,,,,,Corinthians,Paysandu, Pacaembu,6,1,SP,PA,2003
3,2003-04-13,Domingo,16:00,Vitoria,Vasco,,,,,Vitoria,Vasco, Barradão,2,1,BA,RJ,2003
3,2003-04-13,Domingo,16:00,Criciuma,Sao Paulo,,,,,Empate,Empate, Heriberto Hulse,1,1,SC,SP,2003
3,2003-04-13,Domingo,16:00,Fortaleza,Sao Caetano,,,,,Empate,Empate, Presidente Vargas,1,1,CE,SP,2003
3,2003-04-13,Domingo,16:00,Juventude,Coritiba,,,,,Juventude,Coritiba, Alfredo Jaconi,2,1,RS,PR,2003
3,2003-04-13,Domingo,16:00,Guarani,Parana,,,,,Guarani,Parana, Brinco de Ouro,2,0,SP,PR,2003
3,2003-04-13,Domingo,16:00,Goias,Gremio,,,,,Empate,Empate, Serra Dourada,1,1,GO,RS,2003
3,2003-04-13,Domingo,18:00,Cruzeiro,Ponte Preta,,,,,Cruzeiro,Ponte Preta, Mineirão,3,0,MG,SP,2003
3,2003-04-13,Domingo,18:00,Flamengo,Fluminense,,,,,Flamengo,Fluminense, Maracanã,4,1,RJ,RJ,2003
4,2003-04-16,Quarta-feira,20:30,Bahia,Juventude,,,,,Bahia,Juventude, Fonte Nova,3,1,BA,RS,2003
4,2003-04-16,Quarta-feira,20:30,Gremio,Vitoria,,,,,Gremio,Vitoria, Olímpico,2,1,RS,BA,2003
4,2003-04-16,Quarta-feira,20:30,Atletico-MG,Guarani,,,,,Atletico-MG,Guarani, Mineirão,3,2,MG,SP,2003
4,2003-04-16,Quarta-feira,20:30,Figueirense,Athletico-PR,,,,,Empate,Empate, Orlando Scarpelli,1,1,SC,PR,2003
4,2003-04-16,Quarta-feira,20:30,Ponte Preta,Criciuma,,,,,Empate,Empate, Moisés Lucarelli,1,1,SP,SC,2003
4,2003-04-16,Quarta-feira,21:40,Sao Caetano,Flamengo,,,,,Empate,Empate, Anacleto Campanella,1,1,SP,RJ,2003
4,2003-04-16,Quarta-feira,21:40,Vasco,Corinthians,,,,,Empate,Empate, São Januário,2,2,RJ,SP,2003
4,2003-04-16,Quarta-feira,21:40,Coritiba,Cruzeiro,,,,,Cruzeiro,Coritiba, Couto Pereira,3,4,PR,MG,2003
4,2003-04-17,Quinta-feira,20:30,Fluminense,Internacional,,,,,Fluminense,Internacional, Maracanã,3,1,RJ,RS,2003
4,2003-04-17,Quinta-feira,20:30,Sao Paulo,Fortaleza,,,,,Sao Paulo,Fortaleza, Morumbi,3,1,SP,CE,2003
4,2003-04-17,Quinta-feira,20:30,Parana,Goias,,,,,Parana,Goias, Pinheirão,3,1,PR,GO,2003
12,2003-04-18,Sexta-feira,20:30,Flamengo,Cruzeiro,,,,,Flamengo,Cruzeiro, Maracanã,3,0,RJ,MG,2003
5,2003-04-19,Sábado,16:00,Bahia,Atletico-MG,,,,,Atletico-MG,Bahia, Fonte Nova,2,4,BA,MG,2003
5,2003-04-19,Sábado,16:00,Sao Caetano,Gremio,,,,,Empate,Empate, Anacleto Campanella,1,1,SP,RS,2003
5,2003-04-19,Sábado,18:00,Flamengo,Santos,,,,,Santos,Flamengo, Maracanã,0,2,RJ,SP,2003
5,2003-04-20,Domingo,16:00,Sao Paulo,Vasco,,,,,Sao Paulo,Vasco, Morumbi,3,1,SP,RJ,2003
5,2003-04-20,Domingo,16:00,Internacional,Corinthians,,,,,Internacional,Corinthians, Beira Rio,2,1,RS,SP,2003
5,2003-04-20,Domingo,16:00,Criciuma,Guarani,,,,,Criciuma,Guarani, Heriberto Hulse,1,0,SC,SP,2003
5,2003-04-20,Domingo,16:00,Juventude,Vitoria,,,,,Empate,Empate, Alfredo Jaconi,1,1,RS,BA,2003
5,2003-04-20,Domingo,16:00,Fortaleza,Athletico-PR,,,,,Fortaleza,Athletico-PR, Presidente Vargas,1,0,CE,PR,2003
5,2003-04-20,Domingo,16:00,Ponte Preta,Paysandu,,,,,Empate,Empate, Moisés Lucarelli,4,4,SP,PA,2003
5,2003-04-20,Domingo,18:00,Cruzeiro,Goias,,,,,Cruzeiro,Goias, Mineirão,4,1,MG,GO,2003
5,2003-04-20,Domingo,18:00,Fluminense,Parana,,,,,Empate,Empate, Maracanã,0,0,RJ,PR,2003
5,2003-04-21,Segunda-feira,20:30,Coritiba,Figueirense,,,,,Coritiba,Figueirense, Couto Pereira,1,0,PR,SC,2003
6,2003-04-26,Sábado,16:00,Atletico-MG,Coritiba,,,,,Coritiba,Atletico-MG, Mineirão,1,2,MG,PR,2003
6,2003-04-26,Sábado,16:00,Parana,Bahia,,,,,Parana,Bahia, Pinheirão,3,1,PR,BA,2003
6,2003-04-26,Sábado,16:00,Vitoria,Internacional,,,,,Internacional,Vitoria, Barradão,0,3,BA,RS,2003
6,2003-04-26,Sábado,18:00,Guarani,Cruzeiro,,,,,Empate,Empate, Brinco de Ouro,1,1,SP,MG,2003
6,2003-04-27,Domingo,16:00,Corinthians,Flamengo,,,,,Empate,Empate, Pacaembu,1,1,SP,RJ,2003
6,2003-04-27,Domingo,16:00,Goias,Juventude,,,,,Goias,Juventude, Serra Dourada,7,0,GO,RS,2003
6,2003-04-27,Domingo,16:00,Figueirense,Ponte Preta,,,,,Empate,Empate, Orlando Scarpelli,0,0,SC,SP,2003
6,2003-04-27,Domingo,16:00,Santos,Fortaleza,,,,,Santos,Fortaleza, Vila Belmiro,4,0,SP,CE,2003
6,2003-04-27,Domingo,16:00,Gremio,Fluminense,,,,,Fluminense,Gremio, Olímpico,0,1,RS,RJ,2003
6,2003-04-27,Domingo,16:00,Athletico-PR,Criciuma,,,,,Athletico-PR,Criciuma, Arena da Baixada,4,2,PR,SC,2003
6,2003-04-27,Domingo,18:00,Paysandu,Sao Paulo,,,,,Paysandu,Sao Paulo, Mangueirão,5,2,PA,SP,2003
6,2003-04-27,Domingo,18:00,Vasco,Sao Caetano,,,,,Vasco,Sao Caetano, São Januário,1,0,RJ,SP,2003
7,2003-05-03,Sábado,16:00,Flamengo,Vitoria,,,,,Flamengo,Vitoria, Maracanã,2,1,RJ,BA,2003
7,2003-05-03,Sábado,16:00,Bahia,Gremio,,,,,Bahia,Gremio, Fonte Nova,2,1,BA,RS,2003
7,2003-05-03,Sábado,18:00,Cruzeiro,Athletico-PR,,,,,Cruzeiro,Athletico-PR, Mineirão,5,2,MG,PR,2003
7,2003-05-04,Domingo,16:00,Fortaleza,Corinthians,,,,,Corinthians,Fortaleza, Castelão,1,2,CE,SP,2003
7,2003-05-04,Domingo,16:00,Sao Paulo,Figueirense,,,,,Sao Paulo,Figueirense, Morumbi,3,2,SP,SC,2003
7,2003-05-04,Domingo,16:00,Sao Caetano,Paysandu,,,,,Sao Caetano,Paysandu, Anacleto Campanella,2,0,SP,PA,2003
7,2003-05-04,Domingo,16:00,Internacional,Goias,,,,,Internacional,Goias, Beira Rio,2,1,RS,GO,2003
7,2003-05-04,Domingo,16:00,Ponte Preta,Atletico-MG,,,,,Ponte Preta,Atletico-MG, Moisés Lucarelli,2,1,SP,MG,2003
7,2003-05-04,Domingo,16:00,Juventude,Guarani,,,,,Empate,Empate, Alfredo Jaconi,1,1,RS,SP,2003
7,2003-05-04,Domingo,16:00,Coritiba,Parana,,,,,Coritiba,Parana, Couto Pereira,2,1,PR,PR,2003
7,2003-05-04,Domingo,18:00,Criciuma,Santos,,,,,Santos,Criciuma, Heriberto Hulse,1,3,SC,SP,2003
7,2003-05-04,Domingo,18:00,Fluminense,Vasco,,,,,Empate,Empate, Maracanã,0,0,RJ,RJ,2003
8,2003-05-10,Sábado,16:00,Goias,Flamengo,,,,,Empate,Empate, Serra Dourada,1,1,GO,RJ,2003
8,2003-05-10,Sábado,16:00,Santos,Cruzeiro,,,,,Cruzeiro,Santos, Vila Belmiro,0,2,SP,MG,2003
8,2003-05-10,Sábado,16:00,Parana,Ponte Preta,,,,,Parana,Ponte Preta, Pinheirão,3,2,PR,SP,2003
8,2003-05-10,Sábado,18:00,Corinthians,Criciuma,,,,,Corinthians,Criciuma, Pacaembu,3,0,SP,SC,2003
8,2003-05-11,Domingo,16:00,Vasco,Bahia,,,,,Empate,Empate, São Januário,1,1,RJ,BA,2003
8,2003-05-11,Domingo,16:00,Paysandu,Fluminense,,,,,Empate,Empate, Mangueirão,2,2,PA,RJ,2003
8,2003-05-11,Domingo,16:00,Atletico-MG,Sao Paulo,,,,,Empate,Empate, Mineirão,2,2,MG,SP,2003
8,2003-05-11,Domingo,16:00,Vitoria,Fortaleza,,,,,Vitoria,Fortaleza, Barradão,2,1,BA,CE,2003
8,2003-05-11,Domingo,16:00,Guarani,Internacional,,,,,Guarani,Internacional, Brinco de Ouro,3,0,SP,RS,2003
8,2003-05-11,Domingo,16:00,Athletico-PR,Juventude,,,,,Athletico-PR,Juventude, Arena da Baixada,2,0,PR,RS,2003
8,2003-05-11,Domingo,16:00,Figueirense,Sao Caetano,,,,,Figueirense,Sao Caetano, Orlando Scarpelli,3,0,SC,SP,2003
8,2003-05-11,Domingo,18:00,Gremio,Coritiba,,,,,Gremio,Coritiba, Olímpico,1,0,RS,PR,2003
9,2003-05-17,Sábado,16:00,Fluminense,Figueirense,,,,,Fluminense,Figueirense, Maracanã,3,0,RJ,SC,2003
9,2003-05-17,Sábado,16:00,Sao Caetano,Atletico-MG,,,,,Sao Caetano,Atletico-MG, Anacleto Campanella,2,0,SP,MG,2003
9,2003-05-17,Sábado,18:00,Juventude,Santos,,,,,Empate,Empate, Alfredo Jaconi,1,1,RS,SP,2003
9,2003-05-18,Domingo,16:00,Bahia,Paysandu,,,,,Bahia,Paysandu, Fonte Nova,2,0,BA,PA,2003
9,2003-05-18,Domingo,16:00,Internacional,Athletico-PR,,,,,Empate,Empate, Beira Rio,1,1,RS,PR,2003
9,2003-05-18,Domingo,16:00,Coritiba,Vasco,,,,,Empate,Empate, Couto Pereira,1,1,PR,RJ,2003
9,2003-05-18,Domingo,16:00,Cruzeiro,Corinthians,,,,,Empate,Empate, Mineirão,1,1,MG,SP,2003
9,2003-05-18,Domingo,16:00,Fortaleza,Goias,,,,,Fortaleza,Goias, Castelão,1,0,CE,GO,2003
9,2003-05-18,Domingo,16:00,Ponte Preta,Gremio,,,,,Ponte Preta,Gremio, Moisés Lucarelli,2,1,SP,RS,2003
9,2003-05-18,Domingo,16:00,Criciuma,Vitoria,,,,,Empate,Empate, Heriberto Hulse,1,1,SC,BA,2003
9,2003-05-18,Domingo,18:00,Flamengo,Guarani,,,,,Empate,Empate, Maracanã,1,1,RJ,SP,2003
9,2003-05-18,Domingo,18:00,Sao Paulo,Parana,,,,,Sao Paulo,Parana, Morumbi,2,0,SP,PR,2003
10,2003-05-24,Sábado,16:00,Atletico-MG,Fluminense,,,,,Atletico-MG,Fluminense,  Independência,3,0,MG,RJ,2003
10,2003-05-24,Sábado,16:00,Parana,Sao Caetano,,,,,Empate,Empate, Pinheirão,1,1,PR,SP,2003
10,2003-05-24,Sábado,16:00,Corinthians,Juventude,,,,,Corinthians,Juventude, Pacaembu,3,0,SP,RS,2003
10,2003-05-24,Sábado,18:00,Vasco,Ponte Preta,,,,,Vasco,Ponte Preta, São Januário,1,0,RJ,SP,2003
10,2003-05-25,Domingo,16:00,Athletico-PR,Flamengo,,,,,Athletico-PR,Flamengo, Arena da Baixada,4,1,PR,RJ,2003
10,2003-05-25,Domingo,16:00,Paysandu,Coritiba,,,,,Coritiba,Paysandu, Mangueirão,1,3,PA,PR,2003
10,2003-05-25,Domingo,16:00,Goias,Criciuma,,,,,Criciuma,Goias, Serra Dourada,0,2,GO,SC,2003
10,2003-05-25,Domingo,16:00,Gremio,Sao Paulo,,,,,Sao Paulo,Gremio, Olímpico,1,2,RS,SP,2003
10,2003-05-25,Domingo,16:00,Guarani,Fortaleza,,,,,Guarani,Fortaleza, Brinco de Ouro,2,1,SP,CE,2003
10,2003-05-25,Domingo,16:00,Figueirense,Bahia,,,,,Figueirense,Bahia, Orlando Scarpelli,1,0,SC,BA,2003
10,2003-05-25,Domingo,18:00,Vitoria,Cruzeiro,,,,,Vitoria,Cruzeiro, Barradão,2,1,BA,MG,2003
10,2003-05-25,Domingo,18:00,Santos,Internacional,,,,,Santos,Internacional, Vila Belmiro,2,1,SP,RS,2003
11,2003-05-31,Sábado,16:00,Fluminense,Athletico-PR,,,,,Fluminense,Athletico-PR,  Édson Passos,2,1,RJ,PR,2003
11,2003-05-31,Sábado,16:00,Cruzeiro,Criciuma,,,,,Cruzeiro,Criciuma, Mineirão,2,0,MG,SC,2003
11,2003-05-31,Sábado,16:00,Coritiba,Guarani,,,,,Coritiba,Guarani, Couto Pereira,3,2,PR,SP,2003
11,2003-05-31,Sábado,16:00,Ponte Preta,Sao Caetano,,,,,Empate,Empate, Moisés Lucarelli,0,0,SP,SP,2003
11,2003-05-31,Sábado,18:00,Internacional,Paysandu,,,,,Internacional,Paysandu, Beira Rio,2,1,RS,PA,2003
11,2003-06-01,Domingo,16:00,Parana,Flamengo,,,,,Parana,Flamengo, Pinheirão,6,2,PR,RJ,2003
11,2003-06-01,Domingo,16:00,Bahia,Goias,,,,,Bahia,Goias, Fonte Nova,2,1,BA,GO,2003
11,2003-06-01,Domingo,16:00,Fortaleza,Juventude,,,,,Fortaleza,Juventude, Castelão,3,1,CE,RS,2003
11,2003-06-01,Domingo,16:00,Figueirense,Gremio,,,,,Figueirense,Gremio, Orlando Scarpelli,2,1,SC,RS,2003
11,2003-06-01,Domingo,16:00,Santos,Sao Paulo,,,,,Santos,Sao Paulo, Vila Belmiro,3,2,SP,SP,2003
11,2003-06-01,Domingo,18:00,Corinthians,Vitoria,,,,,Corinthians,Vitoria, Pacaembu,4,0,SP,BA,2003
11,2003-06-01,Domingo,18:00,Vasco,Atletico-MG,,,,,Empate,Empate, São Januário,2,2,RJ,MG,2003
12,2003-06-07,Sábado,16:00,Vitoria,Fluminense,,,,,Vitoria,Fluminense, Barradão,2,1,BA,RJ,2003
12,2003-06-07,Sábado,16:00,Guarani,Santos,,,,,Santos,Guarani, Brinco de Ouro,1,2,SP,SP,2003
12,2003-06-07,Sábado,16:00,Gremio,Fortaleza,,,,,Gremio,Fortaleza, Olímpico,3,1,RS,CE,2003
12,2003-06-07,Sábado,18:00,Atletico-MG,Figueirense,,,,,Empate,Empate,  Independência,1,1,MG,SC,2003
12,2003-06-08,Domingo,16:00,Paysandu,Parana,,,,,Paysandu,Parana, Mangueirão,3,0,PA,PR,2003
12,2003-06-08,Domingo,16:00,Juventude,Vasco,,,,,Empate,Empate, Alfredo Jaconi,0,0,RS,RJ,2003
12,2003-06-08,Domingo,16:00,Athletico-PR,Ponte Preta,,,,,Athletico-PR,Ponte Preta, Arena da Baixada,4,2,PR,SP,2003
12,2003-06-08,Domingo,16:00,Goias,Coritiba,,,,,Coritiba,Goias, Serra Dourada,1,2,GO,PR,2003
12,2003-06-08,Domingo,16:00,Sao Caetano,Corinthians,,,,,Sao Caetano,Corinthians, Anacleto Campanella,1,0,SP,SP,2003
12,2003-06-08,Domingo,18:00,Criciuma,Internacional,,,,,Criciuma,Internacional, Heriberto Hulse,1,0,SC,RS,2003
12,2003-06-08,Domingo,18:00,Sao Paulo,Bahia,,,,,Empate,Empate, Morumbi,2,2,SP,BA,2003
13,2003-06-14,Sábado,16:00,Fluminense,Goias,,,,,Goias,Fluminense, Maracanã,2,3,RJ,GO,2003
13,2003-06-14,Sábado,16:00,Ponte Preta,Guarani,,,,,Guarani,Ponte Preta, Moisés Lucarelli,0,2,SP,SP,2003
13,2003-06-14,Sábado,18:00,Coritiba,Athletico-PR,,,,,Coritiba,Athletico-PR, Couto Pereira,2,0,PR,PR,2003
13,2003-06-15,Domingo,16:00,Corinthians,Sao Paulo,,,,,Sao Paulo,Corinthians, Morumbi,1,2,SP,SP,2003
13,2003-06-15,Domingo,16:00,Fortaleza,Paysandu,,,,,Paysandu,Fortaleza, Presidente Vargas,1,2,CE,PA,2003
13,2003-06-15,Domingo,16:00,Parana,Juventude,,,,,Juventude,Parana, Pinheirão,1,2,PR,RS,2003
13,2003-06-15,Domingo,16:00,Gremio,Internacional,,,,,Empate,Empate, Olímpico,0,0,RS,RS,2003
13,2003-06-15,Domingo,16:00,Santos,Sao Caetano,,,,,Sao Caetano,Santos, Vila Belmiro,0,1,SP,SP,2003
13,2003-06-15,Domingo,16:00,Criciuma,Figueirense,,,,,Criciuma,Figueirense, Heriberto Hulse,1,0,SC,SC,2003
13,2003-06-15,Domingo,16:00,Bahia,Vitoria,,,,,Bahia,Vitoria, Fonte Nova,2,1,BA,BA,2003
13,2003-06-15,Domingo,18:00,Vasco,Flamengo,,,,,Flamengo,Vasco, Maracanã,1,2,RJ,RJ,2003
13,2003-06-15,Domingo,18:00,Cruzeiro,Atletico-MG,,,,,Empate,Empate, Mineirão,0,0,MG,MG,2003
14,2003-06-19,Quinta-feira,16:00,Bahia,Coritiba,,,,,Empate,Empate, Fonte Nova,2,2,BA,PR,2003
14,2003-06-21,Sábado,16:00,Vasco,Criciuma,,,,,Vasco,Criciuma, São Januário,2,0,RJ,SC,2003
14,2003-06-21,Sábado,16:00,Atletico-MG,Gremio,,,,,Atletico-MG,Gremio, Mineirão,3,2,MG,RS,2003
14,2003-06-21,Sábado,16:00,Internacional,Parana,,,,,Internacional,Parana, Beira Rio,2,1,RS,PR,2003
14,2003-06-21,Sábado,18:00,Sao Paulo,Goias,,,,,Sao Paulo,Goias, Morumbi,1,0,SP,GO,2003
14,2003-06-22,Domingo,16:00,Paysandu,Flamengo,,,,,Empate,Empate, Mangueirão,2,2,PA,RJ,2003
14,2003-06-22,Domingo,16:00,Ponte Preta,Corinthians,,,,,Empate,Empate, Moisés Lucarelli,3,3,SP,SP,2003
14,2003-06-22,Domingo,16:00,Sao Caetano,Vitoria,,,,,Sao Caetano,Vitoria, Anacleto Campanella,2,1,SP,BA,2003
14,2003-06-22,Domingo,16:00,Figueirense,Fortaleza,,,,,Empate,Empate, Orlando Scarpelli,2,2,SC,CE,2003
14,2003-06-22,Domingo,18:00,Juventude,Cruzeiro,,,,,Cruzeiro,Juventude, Alfredo Jaconi,0,1,RS,MG,2003
14,2003-06-22,Domingo,18:00,Fluminense,Guarani,,,,,Fluminense,Guarani, Maracanã,5,2,RJ,SP,2003
15,2003-06-28,Sábado,16:00,Fortaleza,Vasco,,,,,Vasco,Fortaleza, Castelão,0,1,CE,RJ,2003
15,2003-06-28,Sábado,16:00,Coritiba,Sao Caetano,,,,,Coritiba,Sao Caetano, Couto Pereira,2,0,PR,SP,2003
15,2003-06-28,Sábado,16:00,Gremio,Juventude,,,,,Juventude,Gremio, Olímpico,1,4,RS,RS,2003
15,2003-06-28,Sábado,16:00,Santos,Bahia,,,,,Santos,Bahia, Vila Belmiro,4,0,SP,BA,2003
15,2003-06-28,Sábado,18:00,Flamengo,Figueirense,,,,,Figueirense,Flamengo, Maracanã,0,2,RJ,SC,2003
15,2003-06-29,Domingo,16:00,Corinthians,Fluminense,,,,,Corinthians,Fluminense, Pacaembu,1,0,SP,RJ,2003
15,2003-06-29,Domingo,16:00,Guarani,Sao Paulo,,,,,Sao Paulo,Guarani, Brinco de Ouro,0,1,SP,SP,2003
15,2003-06-29,Domingo,16:00,Criciuma,Paysandu,,,,,Criciuma,Paysandu, Heriberto Hulse,2,0,SC,PA,2003
15,2003-06-29,Domingo,16:00,Vitoria,Athletico-PR,,,,,Vitoria,Athletico-PR, Barradão,1,0,BA,PR,2003
15,2003-06-29,Domingo,18:00,Cruzeiro,Internacional,,,,,Cruzeiro,Internacional, Mineirão,3,2,MG,RS,2003
15,2003-06-29,Domingo,18:00,Parana,Atletico-MG,,,,,Empate,Empate, Pinheirão,1,1,PR,MG,2003
16,2003-07-05,Sábado,16:00,Vasco,Parana,,,,,Parana,Vasco, São Januário,1,4,RJ,PR,2003
16,2003-07-05,Sábado,16:00,Sao Paulo,Sao Caetano,,,,,Empate,Empate, Morumbi,1,1,SP,SP,2003
16,2003-07-05,Sábado,16:00,Figueirense,Cruzeiro,,,,,Figueirense,Cruzeiro, Orlando Scarpelli,1,0,SC,MG,2003
16,2003-07-05,Sábado,16:00,Atletico-MG,Paysandu,,,,,Atletico-MG,Paysandu,  Independência,3,2,MG,PA,2003
16,2003-07-06,Domingo,16:00,Gremio,Flamengo,,,,,Gremio,Flamengo, Olímpico,2,0,RS,RJ,2003
16,2003-07-06,Domingo,16:00,Guarani,Goias,,,,,Guarani,Goias, Brinco de Ouro,3,2,SP,GO,2003
16,2003-07-06,Domingo,16:00,Athletico-PR,Corinthians,,,,,Athletico-PR,Corinthians, Arena da Baixada,3,1,PR,SP,2003
16,2003-07-06,Domingo,16:00,Juventude,Internacional,,,,,Empate,Empate, Alfredo Jaconi,1,1,RS,RS,2003
16,2003-07-06,Domingo,16:00,Fortaleza,Criciuma,,,,,Criciuma,Fortaleza, Presidente Vargas,0,1,CE,SC,2003
16,2003-07-06,Domingo,16:00,Vitoria,Ponte Preta,,,,,Ponte Preta,Vitoria, Barradão,1,4,BA,SP,2003
16,2003-07-06,Domingo,18:00,Santos,Coritiba,,,,,Santos,Coritiba, Vila Belmiro,3,1,SP,PR,2003
16,2003-07-06,Domingo,18:00,Fluminense,Bahia,,,,,Fluminense,Bahia, Maracanã,1,0,RJ,BA,2003
17,2003-07-09,Quarta-feira,16:00,Sao Caetano,Athletico-PR,,,,,Empate,Empate, Anacleto Campanella,0,0,SP,PR,2003
17,2003-07-09,Quarta-feira,16:00,Corinthians,Santos,,,,,Empate,Empate, Morumbi,1,1,SP,SP,2003
17,2003-07-09,Quarta-feira,20:30,Cruzeiro,Fortaleza,,,,,Cruzeiro,Fortaleza, Mineirão,2,0,MG,CE,2003
17,2003-07-09,Quarta-feira,20:30,Bahia,Guarani,,,,,Bahia,Guarani, Fonte Nova,2,0,BA,SP,2003
17,2003-07-09,Quarta-feira,20:30,Paysandu,Figueirense,,,,,Paysandu,Figueirense, Mangueirão,1,0,PA,SC,2003
17,2003-07-09,Quarta-feira,20:30,Goias,Vitoria,,,,,Empate,Empate, Serra Dourada,1,1,GO,BA,2003
17,2003-07-09,Quarta-feira,20:30,Flamengo,Juventude,,,,,Flamengo,Juventude, Maracanã,2,1,RJ,RS,2003
17,2003-07-09,Quarta-feira,21:40,Internacional,Vasco,,,,,Internacional,Vasco, Beira Rio,2,1,RS,RJ,2003
17,2003-07-09,Quarta-feira,21:40,Coritiba,Sao Paulo,,,,,Sao Paulo,Coritiba, Couto Pereira,0,2,PR,SP,2003
17,2003-07-10,Quinta-feira,20:30,Ponte Preta,Fluminense,,,,,Ponte Preta,Fluminense, Moisés Lucarelli,3,0,SP,RJ,2003
17,2003-07-10,Quinta-feira,20:30,Criciuma,Atletico-MG,,,,,Criciuma,Atletico-MG, Heriberto Hulse,1,0,SC,MG,2003
17,2003-07-10,Quinta-feira,20:30,Parana,Gremio,,,,,Parana,Gremio, Pinheirão,3,1,PR,RS,2003
18,2003-07-12,Sábado,16:00,Athletico-PR,Goias,,,,,Empate,Empate, Arena da Baixada,0,0,PR,GO,2003
18,2003-07-12,Sábado,16:00,Fortaleza,Internacional,,,,,Fortaleza,Internacional, Castelão,3,0,CE,RS,2003
18,2003-07-12,Sábado,18:00,Vasco,Paysandu,,,,,Paysandu,Vasco, São Januário,0,2,RJ,PA,2003
18,2003-07-13,Domingo,16:00,Atletico-MG,Flamengo,,,,,Atletico-MG,Flamengo, Mineirão,1,0,MG,RJ,2003
18,2003-07-13,Domingo,16:00,Ponte Preta,Bahia,,,,,Ponte Preta,Bahia, Moisés Lucarelli,1,0,SP,BA,2003
18,2003-07-13,Domingo,16:00,Corinthians,Coritiba,,,,,Coritiba,Corinthians, Morumbi,0,1,SP,PR,2003
18,2003-07-13,Domingo,16:00,Criciuma,Juventude,,,,,Criciuma,Juventude, Heriberto Hulse,3,0,SC,RS,2003
